customer_id,age,gender,income,years_member,offer_complete_status
472,56,F,69000,5,1
477,60,F,55000,5,1
479,24,M,38000,4,0
481,50,M,110000,4,1
483,45,M,84000,7,0
487,56,F,67000,5,1
488,54,M,93000,6,1
489,48,F,47000,4,1
495,47,M,35000,5,1
505,61,F,67000,7,1
506,23,M,54000,4,0
508,51,M,78000,5,0
509,77,M,86000,4,1
510,79,F,91000,5,1
512,60,F,78000,6,1
513,54,F,47000,5,1
520,24,F,35000,7,0
526,86,F,84000,7,1
530,38,M,31000,7,1
537,75,F,53000,5,1
540,51,M,65000,4,1
541,68,M,74000,5,0
553,65,F,119000,5,1
558,81,M,65000,5,1
560,65,F,98000,9,0
563,63,F,62000,4,1
568,63,M,70000,5,1
573,75,M,75000,4,0
575,71,M,118000,5,1
579,64,F,34000,5,1
586,80,F,87000,5,1
587,55,M,112000,7,1
588,40,M,50000,5,1
590,61,M,53000,5,1
591,32,F,43000,5,0
593,68,F,32000,5,1
595,36,M,35000,5,0
597,80,F,54000,7,1
612,51,F,73000,6,1
618,55,M,78000,5,0
621,71,F,74000,7,1
626,62,M,48000,5,1
627,65,F,99000,7,1
632,55,M,83000,5,1
633,58,M,54000,8,1
641,55,M,89000,6,1
645,49,F,74000,5,0
650,38,M,96000,6,0
652,43,M,72000,6,1
655,45,F,58000,6,1
661,40,M,41000,6,1
663,49,M,65000,4,0
669,83,F,93000,5,1
670,46,M,56000,6,1
671,69,F,97000,5,1
672,51,M,73000,5,1
677,48,F,87000,7,1
678,73,M,63000,8,1
684,87,M,72000,8,1
687,93,F,48000,9,1
689,54,M,79000,7,1
690,47,M,53000,4,0
691,75,M,109000,5,0
692,79,F,61000,4,1
698,43,M,34000,6,1
702,31,M,43000,4,1
710,69,M,38000,7,1
712,38,M,56000,5,0
713,59,F,90000,5,1
714,43,M,65000,4,0
715,43,M,41000,8,1
716,68,F,108000,5,1
717,60,M,45000,4,0
718,53,M,39000,7,1
720,77,M,64000,4,1
723,62,F,88000,4,1
727,44,F,39000,4,0
728,40,F,50000,4,0
731,72,F,60000,9,1
735,70,M,37000,5,1
737,23,M,65000,8,1
738,38,M,75000,4,0
743,63,M,70000,6,1
744,73,M,46000,4,0
745,53,M,57000,7,1
746,37,F,57000,4,0
748,45,M,44000,8,1
749,59,M,61000,4,0
750,74,M,51000,6,1
751,18,M,36000,6,1
752,94,F,84000,6,0
764,63,M,113000,5,1
767,64,M,81000,5,0
769,76,F,62000,6,1
775,69,M,68000,4,0
785,49,F,59000,4,1
787,80,M,88000,5,1
789,62,F,81000,6,1
793,45,M,55000,4,0
795,61,M,35000,5,1
797,64,M,59000,8,1
804,74,M,64000,7,1
808,61,F,118000,7,1
809,22,F,55000,5,1
812,90,F,104000,6,1
813,72,F,41000,7,1
815,71,F,43000,5,0
816,32,M,38000,4,0
819,75,M,103000,7,1
823,49,F,73000,9,1
826,33,M,54000,4,0
827,54,M,39000,4,1
830,46,F,73000,7,1
832,67,F,58000,7,1
833,28,F,65000,4,1
841,58,M,83000,5,1
844,67,M,41000,5,0
845,58,F,92000,5,1
851,63,M,61000,4,0
852,48,O,80000,6,1
858,47,M,92000,4,0
860,63,F,74000,6,1
877,74,F,61000,4,0
880,56,F,83000,6,1
881,63,M,51000,4,0
883,70,F,78000,5,0
888,64,F,59000,8,0
889,50,F,67000,7,1
891,56,F,106000,5,0
892,53,M,69000,6,1
906,56,M,56000,7,1
909,36,M,67000,4,0
911,68,F,117000,4,1
918,55,F,57000,4,1
919,19,M,65000,5,1
920,69,M,70000,5,1
922,54,M,39000,6,1
925,49,F,112000,7,1
926,55,M,41000,5,1
927,69,M,72000,8,1
929,60,M,68000,5,0
933,65,M,50000,6,1
940,60,M,68000,6,1
941,68,M,71000,5,0
944,42,F,53000,5,1
949,47,F,53000,5,1
950,92,M,113000,4,1
954,32,M,34000,7,1
959,60,M,42000,5,0
961,63,M,58000,5,1
962,90,F,75000,4,1
964,25,M,46000,8,1
966,41,M,61000,5,1
968,22,M,31000,6,1
970,57,F,51000,6,0
976,19,M,69000,5,0
977,33,M,51000,5,0
989,74,F,72000,5,1
991,63,M,44000,8,1
992,49,F,44000,6,1
994,49,F,115000,4,1
997,25,M,73000,7,1
998,22,F,36000,4,0
1000,67,M,44000,5,0
1006,53,M,78000,7,1
1008,57,F,111000,7,0
1010,62,F,67000,6,1
1013,60,M,57000,4,1
1015,52,M,50000,7,1
1017,68,F,76000,4,0
1018,43,F,63000,5,1
1023,28,M,51000,9,1
1028,51,F,84000,5,1
1029,79,M,50000,6,1
1031,59,F,109000,7,1
1032,54,M,75000,5,0
1037,67,M,35000,4,0
1040,31,M,45000,4,1
1042,81,M,74000,4,0
1043,43,M,51000,4,1
1055,50,F,98000,5,1
1058,81,O,57000,4,1
1059,49,F,54000,5,1
1067,33,F,43000,7,1
1068,39,M,64000,4,1
1069,61,M,34000,9,1
1073,63,M,34000,5,1
1078,83,F,34000,5,1
1081,29,M,67000,5,0
1082,24,F,53000,4,1
1084,98,M,52000,4,1
1086,43,M,88000,4,0
1091,65,F,51000,5,0
1093,76,M,99000,7,1
1103,41,M,71000,5,1
1110,50,M,42000,5,0
1113,42,M,48000,5,1
1116,60,M,92000,4,0
1124,79,M,71000,5,1
1129,79,M,42000,6,1
1130,38,F,60000,5,1
1133,47,F,40000,9,1
1138,56,M,57000,8,1
1145,48,M,39000,4,0
1150,74,M,61000,4,0
1151,34,M,72000,8,1
1153,29,F,39000,8,0
1155,21,F,31000,6,0
1156,20,M,33000,4,0
1160,70,F,67000,6,1
1162,53,M,83000,5,1
1164,67,F,102000,4,1
1165,30,M,53000,4,0
1170,54,M,95000,6,1
1171,19,M,34000,7,0
1172,100,F,118000,5,1
1175,38,F,63000,5,1
1176,20,F,39000,5,0
1177,42,M,78000,6,1
1179,70,M,35000,5,1
1182,53,M,92000,7,1
1185,40,M,70000,4,1
1188,81,F,33000,7,1
1192,49,M,79000,6,1
1193,58,M,31000,5,1
1195,58,F,95000,5,0
1199,71,M,84000,5,0
1200,83,M,52000,5,1
1201,52,M,65000,9,1
1203,61,F,109000,5,1
1204,49,M,74000,8,1
1206,53,F,104000,5,1
1208,21,F,63000,5,1
1209,53,F,87000,5,1
1210,32,M,45000,6,1
1211,63,F,51000,4,0
1221,70,M,60000,7,1
1226,44,F,63000,5,1
1232,65,M,31000,6,0
1234,64,F,86000,6,1
1240,26,F,69000,4,0
1246,35,F,58000,5,1
1247,63,M,46000,7,1
1248,24,F,75000,5,1
1251,55,M,79000,6,1
1252,58,M,44000,6,1
1255,55,F,89000,7,1
1259,67,F,61000,5,1
1265,84,M,72000,5,1
1266,53,F,68000,5,0
1273,18,M,46000,4,1
1275,56,F,40000,7,1
1277,30,M,55000,4,1
1278,59,M,32000,5,0
1279,50,M,33000,4,1
1280,30,M,41000,9,1
1281,76,M,43000,4,1
1284,56,M,77000,6,1
1287,64,M,53000,6,1
1289,22,M,66000,4,1
1291,66,M,35000,4,0
1294,52,M,83000,6,1
1295,60,M,54000,5,0
1302,76,M,56000,7,1
1303,73,M,73000,4,0
1308,20,M,75000,4,1
1313,46,F,45000,5,1
1317,63,F,100000,6,1
1318,30,F,63000,5,0
1334,63,F,56000,5,1
1341,62,M,68000,8,1
1343,42,M,57000,8,0
1350,35,O,54000,5,1
1362,35,F,52000,9,1
1364,86,F,93000,7,1
1371,33,F,41000,5,1
1372,48,F,74000,5,0
1373,54,F,92000,5,1
1380,41,M,60000,6,1
1384,51,F,100000,4,1
1389,41,M,53000,5,1
1393,42,F,59000,5,1
1394,77,M,61000,4,1
1401,50,M,39000,6,1
1407,60,F,99000,4,1
1411,67,F,87000,5,1
1414,63,F,81000,4,0
1418,52,F,80000,5,0
1424,82,M,86000,5,0
1425,55,F,81000,5,0
1432,19,M,46000,7,1
1434,62,M,114000,4,1
1439,69,M,80000,5,1
1442,63,M,40000,5,1
1445,63,F,31000,6,1
1446,82,M,62000,5,1
1448,60,F,101000,5,0
1449,85,F,75000,5,1
1450,57,M,69000,5,1
1451,28,M,41000,6,1
1452,59,M,68000,7,1
1453,57,M,83000,6,1
1456,44,M,47000,6,1
1458,76,M,36000,4,0
1461,71,F,72000,5,1
1470,93,F,59000,6,1
1471,24,F,33000,4,0
1472,48,F,82000,7,0
1475,55,M,91000,6,1
1479,83,M,39000,7,0
1480,63,M,89000,5,1
1483,53,M,50000,6,1
1484,47,O,39000,6,1
1485,86,M,55000,6,1
1486,37,M,64000,4,1
1489,66,M,42000,5,0
1493,45,M,67000,5,1
1498,64,M,108000,6,1
1502,59,M,74000,5,1
1503,20,M,62000,6,1
1507,23,M,34000,5,1
1510,42,M,48000,7,1
1511,52,F,114000,6,1
1516,32,M,57000,7,0
1518,28,M,33000,4,0
1519,62,F,96000,5,1
1523,49,M,67000,5,0
1525,41,M,57000,8,1
1527,61,M,35000,5,1
1534,32,M,52000,8,1
1535,35,F,74000,5,1
1537,50,M,59000,6,1
1539,57,F,53000,6,1
1541,24,M,65000,7,1
1542,64,O,31000,4,1
1543,56,M,49000,7,1
1553,63,M,77000,5,0
1558,42,M,62000,4,0
1562,66,M,47000,6,1
1566,76,M,64000,7,1
1569,55,M,63000,5,1
1570,36,M,47000,5,1
1574,67,M,57000,4,1
1578,28,F,57000,4,1
1582,51,F,80000,5,0
1583,82,M,60000,8,0
1589,37,F,51000,6,0
1592,61,F,73000,6,1
1594,69,F,85000,7,1
1603,33,M,52000,6,0
1605,54,M,80000,5,1
1609,46,F,42000,9,1
1610,52,F,58000,8,0
1611,55,M,61000,7,1
1612,40,M,87000,5,0
1613,100,F,109000,4,1
1614,24,F,52000,7,1
1621,50,F,94000,7,1
1623,52,F,66000,6,1
1624,74,F,42000,5,0
1625,43,M,70000,8,1
1634,32,M,55000,5,1
1635,68,M,57000,7,1
1638,88,M,67000,5,1
1639,94,F,88000,6,1
1642,54,M,71000,5,1
1656,59,M,69000,7,1
1662,29,F,37000,5,1
1664,69,F,72000,6,1
1667,53,M,66000,9,1
1668,51,M,81000,5,1
1670,48,M,62000,5,0
1672,78,M,77000,5,1
1683,90,M,38000,6,1
1687,47,F,61000,4,0
1697,48,M,39000,9,1
1698,30,F,40000,7,1
1699,54,M,58000,4,1
1700,46,F,94000,6,1
1707,33,F,71000,6,1
1708,25,M,70000,4,1
1709,35,F,58000,7,0
1710,55,F,53000,7,1
1714,37,M,56000,5,1
1715,53,M,75000,4,0
1723,64,F,72000,6,0
1724,83,M,103000,6,1
1727,63,F,36000,6,1
1729,67,F,101000,5,0
1731,56,F,80000,4,1
1732,28,M,75000,5,1
1734,57,F,32000,5,1
1736,65,M,59000,4,1
1737,23,M,54000,5,0
1741,65,F,72000,4,1
1756,77,M,103000,4,0
1758,31,M,73000,4,0
1759,54,M,68000,6,1
1761,37,M,46000,4,0
1765,62,M,71000,6,1
1767,53,F,75000,7,1
1774,65,M,90000,8,1
1775,70,M,50000,5,0
1788,65,M,55000,4,0
1795,50,M,57000,6,1
1796,76,M,40000,6,1
1800,68,F,86000,6,1
1804,53,M,95000,6,0
1806,61,M,109000,5,0
1810,69,F,89000,6,1
1818,47,F,65000,6,1
1821,36,F,80000,7,1
1826,59,M,65000,5,1
1829,52,M,66000,7,1
1833,54,F,74000,6,1
1834,74,M,72000,5,1
1838,60,M,62000,5,1
1841,75,F,56000,4,0
1844,29,M,38000,4,1
1847,53,F,95000,6,1
1849,39,F,70000,5,1
1850,30,F,59000,5,1
1853,18,M,49000,7,1
1855,34,M,36000,8,1
1857,48,F,33000,5,1
1862,36,M,68000,4,0
1863,57,M,61000,6,1
1869,66,F,115000,6,0
1874,52,F,73000,4,0
1878,68,M,61000,5,1
1882,79,M,40000,4,1
1886,23,F,48000,5,1
1888,26,M,72000,7,1
1893,74,M,73000,4,1
1897,40,M,59000,6,1
1902,23,M,35000,4,0
1906,30,F,56000,4,1
1907,69,M,53000,6,1
1908,42,F,75000,7,1
1909,62,M,56000,7,1
1915,61,F,77000,6,1
1917,58,F,77000,5,1
1925,68,F,75000,5,1
1926,25,M,50000,5,1
1927,82,M,74000,5,1
1928,20,M,59000,8,0
1941,41,M,35000,4,0
1945,36,M,75000,6,1
1947,74,M,84000,7,1
1952,54,M,35000,4,0
1959,22,F,67000,4,1
1961,44,F,61000,5,0
1963,74,F,55000,5,1
1965,50,F,60000,5,0
1967,51,M,73000,6,0
1979,65,M,91000,4,0
1980,29,F,72000,5,0
1981,80,F,87000,6,1
1983,49,F,86000,5,0
1984,45,F,75000,5,1
1987,50,F,48000,7,1
1995,58,M,117000,6,1
1996,46,F,64000,4,0
2004,68,F,76000,5,0
2005,52,F,116000,7,1
2009,74,M,78000,6,1
2016,47,M,72000,5,0
2024,53,O,100000,5,1
2026,47,F,70000,5,1
2030,52,F,32000,6,1
2032,64,M,63000,5,0
2033,66,F,32000,4,1
2034,55,F,115000,7,0
2036,65,F,73000,6,1
2037,82,M,65000,4,1
2040,19,M,52000,4,1
2046,75,F,76000,4,0
2048,59,M,70000,5,1
2049,56,M,89000,6,1
2052,51,M,54000,4,0
2053,43,M,91000,4,0
2054,84,F,66000,6,1
2056,92,F,39000,6,1
2066,67,M,65000,6,1
2067,60,M,41000,5,1
2075,20,F,43000,5,1
2077,53,M,50000,5,1
2081,68,M,30000,6,0
2082,81,M,55000,5,1
2091,75,F,54000,5,1
2095,27,F,39000,8,1
2097,45,M,56000,4,0
2099,66,M,77000,6,1
2100,67,M,42000,5,0
2101,57,F,85000,5,1
2106,63,M,49000,5,0
2107,73,F,65000,6,1
2109,75,F,112000,6,0
2113,36,M,31000,4,1
2115,67,F,61000,7,1
2116,38,M,49000,5,1
2118,62,M,51000,6,1
2123,29,M,36000,6,1
2124,74,F,95000,6,1
2132,55,M,53000,6,1
2136,62,M,79000,5,1
2143,74,F,89000,6,1
2149,42,F,75000,5,1
2150,70,M,32000,4,0
2152,56,F,53000,4,0
2161,58,M,63000,8,1
2163,51,M,67000,5,1
2166,71,M,52000,5,1
2168,55,F,103000,5,1
2176,56,F,90000,5,0
2177,42,M,35000,5,0
2179,59,M,73000,6,1
2185,64,M,55000,6,1
2187,58,F,94000,6,1
2189,43,M,75000,5,1
2191,48,M,97000,7,0
2194,69,F,74000,4,0
2195,52,M,44000,5,1
2196,46,M,69000,5,1
2197,70,F,75000,4,1
2201,63,M,52000,8,1
2203,55,M,71000,5,1
2206,70,M,58000,5,1
2208,63,M,95000,4,1
2209,70,M,87000,5,0
2212,40,M,30000,4,0
2214,60,F,52000,4,1
2216,24,M,59000,6,1
2217,68,F,54000,5,1
2219,95,M,87000,5,1
2223,77,M,86000,5,1
2227,22,M,41000,6,1
2228,76,M,56000,8,0
2230,20,M,39000,5,1
2244,55,M,59000,9,1
2245,58,F,39000,5,0
2247,82,M,50000,4,0
2252,70,M,50000,6,1
2257,67,M,39000,4,0
2259,68,F,114000,6,1
2262,61,M,45000,5,0
2264,76,M,55000,5,1
2265,20,M,39000,9,1
2268,52,F,104000,4,0
2271,18,M,53000,6,1
2276,46,M,59000,5,0
2278,59,M,54000,5,1
2280,43,M,49000,5,1
2284,65,M,56000,5,1
2288,76,F,87000,5,0
2294,21,M,69000,6,1
2295,43,M,44000,7,1
2301,38,F,58000,5,1
2310,61,F,87000,5,1
2311,78,F,42000,5,0
2314,19,M,35000,5,0
2316,60,F,59000,6,1
2318,87,M,55000,6,1
2321,39,M,72000,6,1
2326,23,M,32000,4,0
2327,73,F,89000,4,1
2329,72,M,89000,4,0
2334,62,M,61000,8,1
2336,44,F,74000,6,0
2338,89,M,93000,4,0
2340,54,F,104000,6,1
2343,59,M,89000,4,1
2345,36,M,33000,5,0
2353,55,F,97000,7,1
2355,53,M,113000,4,1
2356,54,M,33000,5,0
2358,51,F,81000,7,1
2359,76,F,90000,6,1
2366,23,M,48000,4,0
2368,27,M,50000,4,1
2369,48,M,45000,5,1
2370,37,F,60000,5,1
2371,31,M,57000,4,1
2372,61,F,110000,5,1
2378,42,M,67000,4,0
2381,57,M,69000,4,1
2386,18,F,40000,5,1
2387,67,M,52000,4,0
2388,62,F,84000,6,1
2389,35,F,57000,9,1
2390,70,M,60000,5,1
2393,49,M,58000,5,1
2395,53,F,95000,8,1
2396,38,F,47000,4,1
2397,56,M,79000,7,1
2399,45,F,61000,4,0
2403,56,M,100000,4,0
2407,86,F,59000,7,0
2408,70,F,76000,5,1
2409,48,F,65000,6,1
2415,49,M,68000,5,1
2417,27,M,33000,6,1
2420,46,M,46000,5,1
2424,26,M,72000,7,1
2425,57,F,95000,4,1
2427,23,M,41000,4,1
2431,73,M,52000,4,0
2434,50,F,56000,5,1
2436,78,M,51000,5,0
2439,83,M,108000,5,0
2452,40,F,66000,6,1
2453,76,F,31000,5,1
2458,62,F,75000,4,0
2466,29,M,45000,5,0
2467,43,M,68000,4,0
2468,69,M,72000,5,1
2473,27,M,44000,5,0
2474,94,M,54000,4,0
2475,27,F,42000,5,1
2476,57,F,33000,5,1
2479,43,F,49000,5,0
2483,62,F,71000,8,1
2488,50,M,42000,5,1
2494,34,M,38000,5,1
2500,40,M,82000,5,1
2501,76,M,62000,5,1
2502,83,M,70000,8,1
2504,58,M,56000,8,1
2508,55,M,35000,5,1
2510,48,F,61000,5,0
2513,70,F,58000,5,1
2523,47,M,57000,4,0
2533,58,M,45000,6,0
2534,48,M,119000,5,1
2537,62,F,69000,4,1
2542,61,F,62000,5,1
2545,73,M,61000,4,0
2548,88,F,88000,4,0
2551,55,M,70000,7,1
2552,54,F,75000,5,1
2555,73,F,83000,6,1
2557,46,M,50000,6,1
2560,45,F,80000,8,1
2561,25,F,54000,5,1
2562,90,M,51000,6,1
2566,79,F,55000,6,0
2567,84,M,37000,6,1
2570,64,F,93000,5,0
2578,19,M,50000,4,0
2580,28,M,60000,5,1
2581,35,M,48000,4,1
2582,47,M,62000,5,0
2584,44,M,90000,5,0
2587,52,M,57000,5,0
2588,19,M,62000,5,0
2595,58,M,66000,7,0
2599,51,M,65000,5,1
2600,68,M,38000,4,1
2603,51,M,82000,7,1
2605,61,F,97000,6,1
2607,49,F,84000,9,0
2611,44,M,84000,7,1
2612,24,M,32000,5,0
2613,56,F,52000,5,1
2614,79,F,91000,5,1
2615,51,M,79000,6,1
2618,56,F,73000,4,0
2619,36,M,41000,5,1
2620,70,M,113000,5,1
2624,57,O,65000,5,0
2625,31,M,47000,5,1
2626,62,M,33000,5,1
2631,68,M,39000,4,1
2634,48,M,60000,4,1
2637,20,M,59000,7,1
2647,62,F,88000,5,0
2649,66,F,91000,4,1
2651,66,M,67000,5,0
2652,91,M,43000,5,0
2653,47,M,58000,5,0
2654,53,M,71000,4,0
2659,49,M,74000,4,1
2661,53,M,53000,8,1
2666,70,M,81000,8,1
2670,36,F,76000,6,1
2672,27,F,58000,5,0
2674,69,M,79000,5,1
2681,48,F,70000,4,1
2685,60,M,66000,4,0
2686,50,F,41000,5,1
2689,49,M,56000,4,0
2694,72,M,84000,4,0
2698,62,F,111000,7,1
2704,48,M,63000,6,1
2707,49,F,90000,6,1
2708,63,F,65000,5,1
2709,48,F,59000,5,1
2710,43,M,54000,4,0
2711,26,M,39000,7,1
2715,58,F,64000,6,1
2716,70,F,80000,7,0
2720,31,F,59000,6,1
2721,62,M,79000,5,0
2727,57,F,97000,5,1
2729,69,M,45000,5,0
2734,88,M,57000,5,1
2735,79,M,114000,7,0
2736,60,F,94000,6,1
2738,41,M,67000,5,0
2741,58,M,95000,9,1
2746,49,M,114000,4,0
2747,47,F,62000,5,1
2749,53,F,40000,7,1
2750,59,M,68000,5,0
2751,34,M,67000,8,1
2754,43,F,94000,5,1
2756,55,F,56000,4,0
2762,27,M,74000,5,1
2767,25,M,74000,9,1
2768,56,F,84000,6,1
2769,61,F,96000,5,1
2770,57,F,87000,7,1
2771,66,F,108000,6,1
2775,60,F,54000,6,0
2786,32,F,68000,5,1
2787,86,M,55000,4,0
2792,65,M,48000,5,0
2795,55,F,83000,4,0
2804,65,F,63000,5,0
2806,43,M,46000,5,0
2808,75,M,60000,4,0
2809,59,M,68000,5,0
2812,33,M,49000,8,0
2815,26,M,37000,7,1
2819,53,F,75000,6,0
2820,86,M,78000,5,1
2824,34,F,52000,7,1
2825,54,M,99000,6,1
2827,74,F,67000,6,1
2828,68,M,74000,7,1
2829,69,M,30000,4,1
2831,50,F,81000,5,1
2834,24,M,48000,5,1
2835,54,M,89000,5,1
2836,46,F,65000,4,1
2837,71,F,108000,6,1
2838,50,M,59000,5,1
2839,48,F,32000,5,0
2848,89,F,104000,5,1
2852,29,M,73000,4,1
2853,53,M,51000,5,0
2854,23,M,41000,5,1
2857,45,M,44000,4,0
2859,52,F,78000,4,1
2862,66,M,40000,6,1
2864,52,F,47000,5,1
2866,53,M,90000,6,1
2874,19,F,39000,7,1
2876,54,F,105000,5,1
2881,54,M,37000,8,0
2890,71,F,31000,4,0
2895,51,F,51000,5,0
2904,74,M,69000,6,1
2907,49,F,70000,5,1
2908,56,M,43000,6,1
2910,66,M,68000,8,1
2913,82,F,75000,4,1
2917,60,M,38000,4,1
2918,68,F,50000,5,1
2919,30,M,54000,5,1
2921,55,M,62000,6,1
2922,68,F,100000,7,1
2923,85,M,46000,5,0
2924,68,F,111000,4,0
2928,77,F,35000,6,1
2931,26,F,73000,5,1
2933,65,M,94000,4,1
2945,45,M,57000,4,0
2955,63,M,59000,4,0
2957,51,M,55000,8,1
2959,79,M,91000,6,1
2961,23,M,43000,4,1
2962,38,F,51000,8,1
2963,58,F,73000,6,1
2964,77,M,94000,5,0
2965,59,F,114000,4,1
2966,44,F,72000,5,1
2971,57,M,34000,4,1
2973,60,M,46000,5,0
2974,37,F,83000,5,1
2978,48,F,87000,7,1
2979,27,F,71000,5,0
2985,88,F,120000,5,1
2987,62,F,50000,4,0
2992,68,M,73000,4,0
2993,54,F,76000,4,1
2994,51,M,62000,5,0
2997,74,M,38000,4,1
3005,80,F,75000,5,1
3009,49,O,80000,5,0
3010,58,M,53000,8,1
3013,37,F,59000,5,1
3014,32,F,47000,5,1
3015,42,M,59000,5,1
3031,65,M,60000,6,1
3033,24,M,38000,5,1
3034,58,F,95000,6,1
3035,58,F,77000,6,1
3038,66,M,57000,6,1
3039,48,F,31000,5,1
3041,73,F,88000,6,1
3043,52,M,86000,4,1
3045,76,F,90000,6,1
3049,61,M,62000,6,0
3050,62,M,78000,6,1
3051,32,M,74000,6,1
3053,91,M,73000,5,1
3055,63,F,88000,6,1
3056,29,F,38000,6,1
3059,33,F,53000,5,0
3060,46,F,100000,7,0
3063,19,M,52000,5,0
3069,40,F,42000,4,0
3074,62,M,106000,4,0
3076,60,M,56000,6,1
3077,33,M,72000,4,1
3079,85,F,60000,9,1
3080,58,F,105000,6,0
3088,47,M,98000,6,1
3089,68,M,38000,5,0
3096,93,M,41000,4,0
3103,49,F,68000,7,0
3104,64,M,57000,5,1
3109,27,M,33000,8,1
3112,74,O,56000,7,1
3113,73,F,48000,5,0
3114,56,M,74000,6,1
3115,61,M,119000,5,1
3118,42,F,74000,6,1
3122,47,F,88000,4,0
3125,41,F,37000,5,0
3126,70,F,97000,6,1
3127,56,F,97000,4,1
3128,72,M,47000,4,1
3131,54,M,78000,5,1
3132,88,F,59000,5,1
3134,60,M,114000,7,1
3139,60,M,76000,6,1
3141,21,M,42000,4,0
3142,45,M,49000,4,0
3152,66,M,33000,5,0
3163,23,F,61000,5,1
3171,69,F,115000,5,1
3173,39,F,42000,5,1
3176,82,F,87000,5,1
3178,69,F,87000,5,1
3179,73,M,46000,9,1
3183,49,M,47000,6,1
3188,59,F,69000,5,1
3189,54,F,63000,5,0
3190,34,M,38000,4,1
3191,71,M,60000,6,1
3192,75,O,60000,7,1
3194,72,M,65000,5,1
3195,46,M,42000,5,0
3197,68,M,99000,5,0
3207,26,M,64000,5,1
3209,60,M,71000,4,1
3211,48,F,72000,4,1
3223,60,F,87000,5,0
