customer_id,age,gender,income,years_member,offer_complete_status,offer_id,reward,difficulty,duration,email,mobile,social,web,bogo,informational,discount
211,82,M,73000,4,0,1,10,10,168,1,1,1,0,1,0,0
213,54,F,99000,7,1,1,10,10,168,1,1,1,0,1,0,0
218,34,F,67000,4,1,1,10,10,168,1,1,1,0,1,0,0
221,58,F,95000,6,1,1,10,10,168,1,1,1,0,1,0,0
223,47,F,74000,6,1,1,10,10,168,1,1,1,0,1,0,0
224,60,F,59000,5,1,1,10,10,168,1,1,1,0,1,0,0
233,76,F,114000,7,1,1,10,10,168,1,1,1,0,1,0,0
234,89,M,96000,6,1,1,10,10,168,1,1,1,0,1,0,0
235,63,M,36000,5,0,1,10,10,168,1,1,1,0,1,0,0
241,27,M,70000,4,0,1,10,10,168,1,1,1,0,1,0,0
249,47,F,92000,4,0,1,10,10,168,1,1,1,0,1,0,0
250,49,M,48000,4,0,1,10,10,168,1,1,1,0,1,0,0
253,47,M,86000,5,1,1,10,10,168,1,1,1,0,1,0,0
258,75,F,69000,9,1,1,10,10,168,1,1,1,0,1,0,0
259,76,F,71000,5,1,1,10,10,168,1,1,1,0,1,0,0
261,58,M,70000,4,0,1,10,10,168,1,1,1,0,1,0,0
262,23,M,49000,5,1,1,10,10,168,1,1,1,0,1,0,0
266,72,M,39000,5,1,1,10,10,168,1,1,1,0,1,0,0
268,49,F,68000,5,0,1,10,10,168,1,1,1,0,1,0,0
270,58,M,39000,4,0,1,10,10,168,1,1,1,0,1,0,0
273,69,F,118000,5,0,1,10,10,168,1,1,1,0,1,0,0
274,60,O,94000,4,1,1,10,10,168,1,1,1,0,1,0,0
277,75,M,71000,7,1,1,10,10,168,1,1,1,0,1,0,0
278,62,M,73000,4,0,1,10,10,168,1,1,1,0,1,0,0
280,65,M,39000,5,1,1,10,10,168,1,1,1,0,1,0,0
281,52,M,46000,5,0,1,10,10,168,1,1,1,0,1,0,0
283,74,F,75000,7,1,1,10,10,168,1,1,1,0,1,0,0
286,56,F,53000,6,0,1,10,10,168,1,1,1,0,1,0,0
289,49,F,74000,5,0,1,10,10,168,1,1,1,0,1,0,0
290,37,M,50000,6,1,1,10,10,168,1,1,1,0,1,0,0
291,65,M,57000,6,1,1,10,10,168,1,1,1,0,1,0,0
292,64,F,81000,6,1,1,10,10,168,1,1,1,0,1,0,0
296,46,M,40000,4,1,1,10,10,168,1,1,1,0,1,0,0
300,37,M,92000,5,1,1,10,10,168,1,1,1,0,1,0,0
301,57,F,81000,6,1,1,10,10,168,1,1,1,0,1,0,0
303,52,M,85000,8,1,1,10,10,168,1,1,1,0,1,0,0
306,66,F,87000,7,1,1,10,10,168,1,1,1,0,1,0,0
308,20,M,70000,6,1,1,10,10,168,1,1,1,0,1,0,0
316,42,F,71000,5,1,1,10,10,168,1,1,1,0,1,0,0
319,64,M,67000,4,0,1,10,10,168,1,1,1,0,1,0,0
320,79,M,90000,4,1,1,10,10,168,1,1,1,0,1,0,0
325,54,F,119000,7,0,1,10,10,168,1,1,1,0,1,0,0
327,28,M,68000,9,1,1,10,10,168,1,1,1,0,1,0,0
331,67,F,71000,5,1,1,10,10,168,1,1,1,0,1,0,0
334,89,F,83000,4,1,1,10,10,168,1,1,1,0,1,0,0
340,58,M,73000,5,0,1,10,10,168,1,1,1,0,1,0,0
347,53,M,95000,7,1,1,10,10,168,1,1,1,0,1,0,0
348,61,M,32000,4,0,1,10,10,168,1,1,1,0,1,0,0
356,60,M,56000,5,0,1,10,10,168,1,1,1,0,1,0,0
357,57,F,83000,6,1,1,10,10,168,1,1,1,0,1,0,0
360,57,F,67000,6,0,1,10,10,168,1,1,1,0,1,0,0
361,57,M,71000,5,1,1,10,10,168,1,1,1,0,1,0,0
364,35,F,72000,4,0,1,10,10,168,1,1,1,0,1,0,0
365,90,F,72000,4,0,1,10,10,168,1,1,1,0,1,0,0
370,63,M,58000,5,1,1,10,10,168,1,1,1,0,1,0,0
372,67,M,56000,6,0,1,10,10,168,1,1,1,0,1,0,0
378,40,M,39000,5,0,1,10,10,168,1,1,1,0,1,0,0
382,63,F,41000,5,1,1,10,10,168,1,1,1,0,1,0,0
383,59,F,59000,4,1,1,10,10,168,1,1,1,0,1,0,0
384,49,O,42000,5,1,1,10,10,168,1,1,1,0,1,0,0
389,35,M,64000,5,1,1,10,10,168,1,1,1,0,1,0,0
391,41,F,100000,6,1,1,10,10,168,1,1,1,0,1,0,0
392,83,F,73000,5,1,1,10,10,168,1,1,1,0,1,0,0
393,53,M,87000,5,1,1,10,10,168,1,1,1,0,1,0,0
398,63,M,119000,7,1,1,10,10,168,1,1,1,0,1,0,0
403,59,M,59000,5,1,1,10,10,168,1,1,1,0,1,0,0
404,49,M,104000,4,0,1,10,10,168,1,1,1,0,1,0,0
405,63,F,70000,5,0,1,10,10,168,1,1,1,0,1,0,0
406,42,M,94000,7,0,1,10,10,168,1,1,1,0,1,0,0
408,57,F,37000,4,1,1,10,10,168,1,1,1,0,1,0,0
410,80,M,87000,5,0,1,10,10,168,1,1,1,0,1,0,0
413,28,M,73000,6,1,1,10,10,168,1,1,1,0,1,0,0
418,20,M,49000,8,0,1,10,10,168,1,1,1,0,1,0,0
421,36,F,58000,5,1,1,10,10,168,1,1,1,0,1,0,0
423,71,M,65000,8,0,1,10,10,168,1,1,1,0,1,0,0
426,51,M,100000,4,1,1,10,10,168,1,1,1,0,1,0,0
428,48,M,68000,5,0,1,10,10,168,1,1,1,0,1,0,0
429,53,M,60000,4,1,1,10,10,168,1,1,1,0,1,0,0
430,25,M,53000,4,0,1,10,10,168,1,1,1,0,1,0,0
431,79,F,85000,4,1,1,10,10,168,1,1,1,0,1,0,0
432,19,M,32000,4,0,1,10,10,168,1,1,1,0,1,0,0
434,56,M,76000,8,1,1,10,10,168,1,1,1,0,1,0,0
436,25,M,40000,5,1,1,10,10,168,1,1,1,0,1,0,0
443,63,F,70000,4,0,1,10,10,168,1,1,1,0,1,0,0
445,66,M,71000,4,0,1,10,10,168,1,1,1,0,1,0,0
449,66,F,94000,6,1,1,10,10,168,1,1,1,0,1,0,0
451,65,F,66000,4,1,1,10,10,168,1,1,1,0,1,0,0
453,63,M,78000,4,1,1,10,10,168,1,1,1,0,1,0,0
458,60,M,38000,7,0,1,10,10,168,1,1,1,0,1,0,0
462,39,M,71000,4,0,1,10,10,168,1,1,1,0,1,0,0
463,38,F,55000,7,1,1,10,10,168,1,1,1,0,1,0,0
469,41,M,55000,4,1,1,10,10,168,1,1,1,0,1,0,0
474,50,M,98000,4,1,1,10,10,168,1,1,1,0,1,0,0
477,60,F,55000,5,1,1,10,10,168,1,1,1,0,1,0,0
478,60,F,74000,6,1,1,10,10,168,1,1,1,0,1,0,0
480,48,M,57000,6,1,1,10,10,168,1,1,1,0,1,0,0
481,50,M,110000,4,0,1,10,10,168,1,1,1,0,1,0,0
484,48,M,93000,6,0,1,10,10,168,1,1,1,0,1,0,0
488,54,M,93000,6,1,1,10,10,168,1,1,1,0,1,0,0
495,47,M,35000,5,1,1,10,10,168,1,1,1,0,1,0,0
496,52,M,56000,6,1,1,10,10,168,1,1,1,0,1,0,0
497,58,F,78000,6,1,1,10,10,168,1,1,1,0,1,0,0
502,39,F,85000,6,1,1,10,10,168,1,1,1,0,1,0,0
505,61,F,67000,7,1,1,10,10,168,1,1,1,0,1,0,0
511,41,M,41000,7,1,1,10,10,168,1,1,1,0,1,0,0
512,60,F,78000,6,1,1,10,10,168,1,1,1,0,1,0,0
514,63,O,89000,7,1,1,10,10,168,1,1,1,0,1,0,0
516,47,M,77000,4,1,1,10,10,168,1,1,1,0,1,0,0
517,84,M,82000,6,1,1,10,10,168,1,1,1,0,1,0,0
519,20,M,56000,5,0,1,10,10,168,1,1,1,0,1,0,0
520,24,F,35000,7,1,1,10,10,168,1,1,1,0,1,0,0
524,57,M,33000,5,1,1,10,10,168,1,1,1,0,1,0,0
527,57,F,100000,4,1,1,10,10,168,1,1,1,0,1,0,0
532,59,M,61000,7,1,1,10,10,168,1,1,1,0,1,0,0
533,49,F,73000,5,0,1,10,10,168,1,1,1,0,1,0,0
537,75,F,53000,5,1,1,10,10,168,1,1,1,0,1,0,0
541,68,M,74000,5,1,1,10,10,168,1,1,1,0,1,0,0
546,63,F,57000,4,0,1,10,10,168,1,1,1,0,1,0,0
555,55,M,76000,5,1,1,10,10,168,1,1,1,0,1,0,0
556,71,M,95000,6,1,1,10,10,168,1,1,1,0,1,0,0
571,56,M,69000,6,0,1,10,10,168,1,1,1,0,1,0,0
574,71,M,114000,6,1,1,10,10,168,1,1,1,0,1,0,0
575,71,M,118000,5,1,1,10,10,168,1,1,1,0,1,0,0
576,61,M,39000,5,1,1,10,10,168,1,1,1,0,1,0,0
578,19,M,73000,4,1,1,10,10,168,1,1,1,0,1,0,0
580,66,F,112000,5,1,1,10,10,168,1,1,1,0,1,0,0
583,54,F,96000,4,1,1,10,10,168,1,1,1,0,1,0,0
584,62,M,73000,4,0,1,10,10,168,1,1,1,0,1,0,0
589,43,M,52000,7,1,1,10,10,168,1,1,1,0,1,0,0
590,61,M,53000,5,1,1,10,10,168,1,1,1,0,1,0,0
593,68,F,32000,5,1,1,10,10,168,1,1,1,0,1,0,0
600,89,M,63000,5,1,1,10,10,168,1,1,1,0,1,0,0
602,59,M,35000,4,0,1,10,10,168,1,1,1,0,1,0,0
611,32,M,58000,6,1,1,10,10,168,1,1,1,0,1,0,0
616,55,M,68000,6,1,1,10,10,168,1,1,1,0,1,0,0
618,55,M,78000,5,0,1,10,10,168,1,1,1,0,1,0,0
621,71,F,74000,7,0,1,10,10,168,1,1,1,0,1,0,0
622,45,M,84000,6,1,1,10,10,168,1,1,1,0,1,0,0
626,62,M,48000,5,1,1,10,10,168,1,1,1,0,1,0,0
629,50,F,63000,4,1,1,10,10,168,1,1,1,0,1,0,0
632,55,M,83000,5,0,1,10,10,168,1,1,1,0,1,0,0
635,95,F,64000,5,1,1,10,10,168,1,1,1,0,1,0,0
639,87,M,74000,5,0,1,10,10,168,1,1,1,0,1,0,0
642,52,F,114000,5,1,1,10,10,168,1,1,1,0,1,0,0
645,49,F,74000,5,0,1,10,10,168,1,1,1,0,1,0,0
652,43,M,72000,6,1,1,10,10,168,1,1,1,0,1,0,0
654,36,F,57000,5,1,1,10,10,168,1,1,1,0,1,0,0
655,45,F,58000,6,1,1,10,10,168,1,1,1,0,1,0,0
657,53,M,95000,4,0,1,10,10,168,1,1,1,0,1,0,0
660,18,F,67000,5,1,1,10,10,168,1,1,1,0,1,0,0
667,58,M,71000,5,1,1,10,10,168,1,1,1,0,1,0,0
668,53,M,36000,8,1,1,10,10,168,1,1,1,0,1,0,0
670,46,M,56000,6,1,1,10,10,168,1,1,1,0,1,0,0
672,51,M,73000,5,1,1,10,10,168,1,1,1,0,1,0,0
673,61,M,68000,4,0,1,10,10,168,1,1,1,0,1,0,0
676,48,M,75000,7,1,1,10,10,168,1,1,1,0,1,0,0
677,48,F,87000,7,1,1,10,10,168,1,1,1,0,1,0,0
682,38,M,61000,5,1,1,10,10,168,1,1,1,0,1,0,0
684,87,M,72000,8,1,1,10,10,168,1,1,1,0,1,0,0
688,42,M,41000,7,1,1,10,10,168,1,1,1,0,1,0,0
693,36,F,64000,5,0,1,10,10,168,1,1,1,0,1,0,0
694,30,M,43000,5,1,1,10,10,168,1,1,1,0,1,0,0
696,39,F,78000,6,1,1,10,10,168,1,1,1,0,1,0,0
697,52,F,87000,6,1,1,10,10,168,1,1,1,0,1,0,0
698,43,M,34000,6,0,1,10,10,168,1,1,1,0,1,0,0
699,75,M,38000,4,0,1,10,10,168,1,1,1,0,1,0,0
700,47,M,40000,5,0,1,10,10,168,1,1,1,0,1,0,0
701,60,F,117000,4,1,1,10,10,168,1,1,1,0,1,0,0
704,49,F,36000,4,0,1,10,10,168,1,1,1,0,1,0,0
705,48,M,56000,5,0,1,10,10,168,1,1,1,0,1,0,0
708,67,F,67000,7,0,1,10,10,168,1,1,1,0,1,0,0
710,69,M,38000,7,1,1,10,10,168,1,1,1,0,1,0,0
711,66,M,32000,5,0,1,10,10,168,1,1,1,0,1,0,0
713,59,F,90000,5,0,1,10,10,168,1,1,1,0,1,0,0
714,43,M,65000,4,1,1,10,10,168,1,1,1,0,1,0,0
717,60,M,45000,4,0,1,10,10,168,1,1,1,0,1,0,0
719,34,M,50000,4,1,1,10,10,168,1,1,1,0,1,0,0
721,88,F,73000,5,1,1,10,10,168,1,1,1,0,1,0,0
732,22,M,45000,5,0,1,10,10,168,1,1,1,0,1,0,0
734,72,M,49000,5,0,1,10,10,168,1,1,1,0,1,0,0
735,70,M,37000,5,1,1,10,10,168,1,1,1,0,1,0,0
737,23,M,65000,8,1,1,10,10,168,1,1,1,0,1,0,0
738,38,M,75000,4,0,1,10,10,168,1,1,1,0,1,0,0
741,72,M,35000,8,1,1,10,10,168,1,1,1,0,1,0,0
743,63,M,70000,6,1,1,10,10,168,1,1,1,0,1,0,0
745,53,M,57000,7,1,1,10,10,168,1,1,1,0,1,0,0
750,74,M,51000,6,0,1,10,10,168,1,1,1,0,1,0,0
752,94,F,84000,6,1,1,10,10,168,1,1,1,0,1,0,0
758,65,F,71000,4,0,1,10,10,168,1,1,1,0,1,0,0
763,54,F,52000,6,1,1,10,10,168,1,1,1,0,1,0,0
767,64,M,81000,5,0,1,10,10,168,1,1,1,0,1,0,0
778,82,M,78000,7,1,1,10,10,168,1,1,1,0,1,0,0
782,74,F,72000,4,0,1,10,10,168,1,1,1,0,1,0,0
787,80,M,88000,5,0,1,10,10,168,1,1,1,0,1,0,0
793,45,M,55000,4,0,1,10,10,168,1,1,1,0,1,0,0
796,46,M,46000,5,0,1,10,10,168,1,1,1,0,1,0,0
801,66,M,70000,5,1,1,10,10,168,1,1,1,0,1,0,0
803,40,F,51000,5,1,1,10,10,168,1,1,1,0,1,0,0
808,61,F,118000,7,1,1,10,10,168,1,1,1,0,1,0,0
810,62,M,35000,5,1,1,10,10,168,1,1,1,0,1,0,0
811,23,M,63000,5,1,1,10,10,168,1,1,1,0,1,0,0
816,32,M,38000,4,0,1,10,10,168,1,1,1,0,1,0,0
818,58,F,38000,4,0,1,10,10,168,1,1,1,0,1,0,0
819,75,M,103000,7,0,1,10,10,168,1,1,1,0,1,0,0
821,76,M,69000,5,1,1,10,10,168,1,1,1,0,1,0,0
825,66,M,74000,4,0,1,10,10,168,1,1,1,0,1,0,0
827,54,M,39000,4,1,1,10,10,168,1,1,1,0,1,0,0
829,66,F,62000,5,0,1,10,10,168,1,1,1,0,1,0,0
830,46,F,73000,7,1,1,10,10,168,1,1,1,0,1,0,0
833,28,F,65000,4,0,1,10,10,168,1,1,1,0,1,0,0
853,50,M,59000,4,0,1,10,10,168,1,1,1,0,1,0,0
855,63,M,96000,5,1,1,10,10,168,1,1,1,0,1,0,0
859,57,M,110000,5,1,1,10,10,168,1,1,1,0,1,0,0
862,54,M,92000,7,1,1,10,10,168,1,1,1,0,1,0,0
863,53,M,33000,5,1,1,10,10,168,1,1,1,0,1,0,0
865,70,F,58000,7,1,1,10,10,168,1,1,1,0,1,0,0
866,47,F,77000,6,1,1,10,10,168,1,1,1,0,1,0,0
869,61,M,100000,7,1,1,10,10,168,1,1,1,0,1,0,0
872,38,M,38000,4,1,1,10,10,168,1,1,1,0,1,0,0
874,69,M,36000,7,1,1,10,10,168,1,1,1,0,1,0,0
875,31,M,55000,6,1,1,10,10,168,1,1,1,0,1,0,0
879,65,F,88000,5,1,1,10,10,168,1,1,1,0,1,0,0
884,64,F,70000,8,0,1,10,10,168,1,1,1,0,1,0,0
886,47,M,69000,6,1,1,10,10,168,1,1,1,0,1,0,0
887,49,M,91000,7,1,1,10,10,168,1,1,1,0,1,0,0
889,50,F,67000,7,1,1,10,10,168,1,1,1,0,1,0,0
891,56,F,106000,5,0,1,10,10,168,1,1,1,0,1,0,0
892,53,M,69000,6,1,1,10,10,168,1,1,1,0,1,0,0
897,58,F,77000,5,0,1,10,10,168,1,1,1,0,1,0,0
898,73,F,67000,7,1,1,10,10,168,1,1,1,0,1,0,0
910,66,M,50000,7,1,1,10,10,168,1,1,1,0,1,0,0
927,69,M,72000,8,1,1,10,10,168,1,1,1,0,1,0,0
933,65,M,50000,6,1,1,10,10,168,1,1,1,0,1,0,0
934,91,F,37000,5,1,1,10,10,168,1,1,1,0,1,0,0
935,71,M,87000,5,1,1,10,10,168,1,1,1,0,1,0,0
942,42,M,63000,5,1,1,10,10,168,1,1,1,0,1,0,0
949,47,F,53000,5,1,1,10,10,168,1,1,1,0,1,0,0
950,92,M,113000,4,0,1,10,10,168,1,1,1,0,1,0,0
957,54,F,91000,5,0,1,10,10,168,1,1,1,0,1,0,0
958,53,F,95000,4,1,1,10,10,168,1,1,1,0,1,0,0
960,21,M,74000,6,1,1,10,10,168,1,1,1,0,1,0,0
963,47,M,82000,6,1,1,10,10,168,1,1,1,0,1,0,0
966,41,M,61000,5,1,1,10,10,168,1,1,1,0,1,0,0
968,22,M,31000,6,1,1,10,10,168,1,1,1,0,1,0,0
972,37,F,100000,7,1,1,10,10,168,1,1,1,0,1,0,0
973,65,F,79000,8,1,1,10,10,168,1,1,1,0,1,0,0
974,45,M,32000,4,0,1,10,10,168,1,1,1,0,1,0,0
976,19,M,69000,5,1,1,10,10,168,1,1,1,0,1,0,0
977,33,M,51000,5,0,1,10,10,168,1,1,1,0,1,0,0
978,96,F,72000,5,0,1,10,10,168,1,1,1,0,1,0,0
979,46,M,42000,4,1,1,10,10,168,1,1,1,0,1,0,0
980,74,O,61000,7,1,1,10,10,168,1,1,1,0,1,0,0
981,62,F,103000,7,1,1,10,10,168,1,1,1,0,1,0,0
989,74,F,72000,5,1,1,10,10,168,1,1,1,0,1,0,0
997,25,M,73000,7,1,1,10,10,168,1,1,1,0,1,0,0
998,22,F,36000,4,1,1,10,10,168,1,1,1,0,1,0,0
1001,52,F,71000,4,1,1,10,10,168,1,1,1,0,1,0,0
1006,53,M,78000,7,0,1,10,10,168,1,1,1,0,1,0,0
1007,70,F,101000,6,0,1,10,10,168,1,1,1,0,1,0,0
1008,57,F,111000,7,1,1,10,10,168,1,1,1,0,1,0,0
1012,53,M,40000,5,1,1,10,10,168,1,1,1,0,1,0,0
1016,28,M,35000,5,0,1,10,10,168,1,1,1,0,1,0,0
1022,36,M,52000,4,0,1,10,10,168,1,1,1,0,1,0,0
1023,28,M,51000,9,1,1,10,10,168,1,1,1,0,1,0,0
1026,33,F,56000,5,1,1,10,10,168,1,1,1,0,1,0,0
1027,39,F,35000,5,0,1,10,10,168,1,1,1,0,1,0,0
1030,40,M,44000,6,0,1,10,10,168,1,1,1,0,1,0,0
1033,32,M,48000,4,1,1,10,10,168,1,1,1,0,1,0,0
1034,37,M,57000,5,1,1,10,10,168,1,1,1,0,1,0,0
1037,67,M,35000,4,0,1,10,10,168,1,1,1,0,1,0,0
1040,31,M,45000,4,0,1,10,10,168,1,1,1,0,1,0,0
1046,61,F,80000,5,1,1,10,10,168,1,1,1,0,1,0,0
1047,44,F,41000,4,0,1,10,10,168,1,1,1,0,1,0,0
1048,72,F,39000,5,1,1,10,10,168,1,1,1,0,1,0,0
1049,53,M,61000,4,0,1,10,10,168,1,1,1,0,1,0,0
1050,50,M,62000,7,1,1,10,10,168,1,1,1,0,1,0,0
1057,44,F,36000,5,0,1,10,10,168,1,1,1,0,1,0,0
1061,38,F,72000,5,1,1,10,10,168,1,1,1,0,1,0,0
1074,28,M,67000,5,0,1,10,10,168,1,1,1,0,1,0,0
1075,46,M,32000,5,1,1,10,10,168,1,1,1,0,1,0,0
1076,20,F,59000,5,0,1,10,10,168,1,1,1,0,1,0,0
1078,83,F,34000,5,1,1,10,10,168,1,1,1,0,1,0,0
1088,60,M,51000,5,0,1,10,10,168,1,1,1,0,1,0,0
1089,59,F,72000,5,0,1,10,10,168,1,1,1,0,1,0,0
1091,65,F,51000,5,0,1,10,10,168,1,1,1,0,1,0,0
1096,62,M,76000,7,0,1,10,10,168,1,1,1,0,1,0,0
1099,52,F,89000,6,0,1,10,10,168,1,1,1,0,1,0,0
1105,47,F,59000,7,1,1,10,10,168,1,1,1,0,1,0,0
1113,42,M,48000,5,0,1,10,10,168,1,1,1,0,1,0,0
1114,56,M,32000,4,0,1,10,10,168,1,1,1,0,1,0,0
1118,64,F,33000,5,1,1,10,10,168,1,1,1,0,1,0,0
1120,77,M,73000,9,0,1,10,10,168,1,1,1,0,1,0,0
1121,58,M,39000,5,1,1,10,10,168,1,1,1,0,1,0,0
1122,69,F,74000,6,1,1,10,10,168,1,1,1,0,1,0,0
1125,53,F,31000,5,1,1,10,10,168,1,1,1,0,1,0,0
1126,64,M,60000,6,0,1,10,10,168,1,1,1,0,1,0,0
1127,49,F,52000,5,1,1,10,10,168,1,1,1,0,1,0,0
1132,81,F,71000,6,1,1,10,10,168,1,1,1,0,1,0,0
1138,56,M,57000,8,0,1,10,10,168,1,1,1,0,1,0,0
1143,51,M,53000,5,0,1,10,10,168,1,1,1,0,1,0,0
1149,83,F,58000,5,1,1,10,10,168,1,1,1,0,1,0,0
1150,74,M,61000,4,1,1,10,10,168,1,1,1,0,1,0,0
1151,34,M,72000,8,1,1,10,10,168,1,1,1,0,1,0,0
1152,57,F,72000,7,1,1,10,10,168,1,1,1,0,1,0,0
1153,29,F,39000,8,0,1,10,10,168,1,1,1,0,1,0,0
1158,31,M,60000,5,0,1,10,10,168,1,1,1,0,1,0,0
1160,70,F,67000,6,1,1,10,10,168,1,1,1,0,1,0,0
1162,53,M,83000,5,1,1,10,10,168,1,1,1,0,1,0,0
1165,30,M,53000,4,0,1,10,10,168,1,1,1,0,1,0,0
1169,42,M,50000,4,0,1,10,10,168,1,1,1,0,1,0,0
1170,54,M,95000,6,0,1,10,10,168,1,1,1,0,1,0,0
1173,59,F,111000,6,1,1,10,10,168,1,1,1,0,1,0,0
1176,20,F,39000,5,0,1,10,10,168,1,1,1,0,1,0,0
1179,70,M,35000,5,1,1,10,10,168,1,1,1,0,1,0,0
1181,85,M,95000,5,0,1,10,10,168,1,1,1,0,1,0,0
1182,53,M,92000,7,1,1,10,10,168,1,1,1,0,1,0,0
1183,51,M,61000,7,1,1,10,10,168,1,1,1,0,1,0,0
1187,40,M,99000,9,0,1,10,10,168,1,1,1,0,1,0,0
1188,81,F,33000,7,1,1,10,10,168,1,1,1,0,1,0,0
1192,49,M,79000,6,1,1,10,10,168,1,1,1,0,1,0,0
1196,36,F,77000,6,1,1,10,10,168,1,1,1,0,1,0,0
1200,83,M,52000,5,1,1,10,10,168,1,1,1,0,1,0,0
1201,52,M,65000,9,0,1,10,10,168,1,1,1,0,1,0,0
1203,61,F,109000,5,1,1,10,10,168,1,1,1,0,1,0,0
1206,53,F,104000,5,1,1,10,10,168,1,1,1,0,1,0,0
1209,53,F,87000,5,0,1,10,10,168,1,1,1,0,1,0,0
1214,49,M,45000,7,0,1,10,10,168,1,1,1,0,1,0,0
