customer_id,event,time,amount
5249,transaction,0,12.06
5317,transaction,0,7.58
5325,transaction,0,17.89
5335,transaction,0,34.01
5340,transaction,0,16.38
5351,transaction,0,23.08
5376,transaction,0,10.25
5382,transaction,0,1.8
5448,transaction,0,21.97
5468,transaction,0,13.37
5486,transaction,0,16.62
5487,transaction,0,32.61
5516,transaction,0,34.88
5537,transaction,0,7.48
5545,transaction,0,8.83
5565,transaction,0,10.71
5586,transaction,0,10.24
5632,transaction,0,18.74
5664,transaction,0,25.96
5679,transaction,0,1.78
5735,transaction,0,8.11
5747,transaction,0,26.81
5810,transaction,0,11.81
5821,transaction,0,16.92
5855,transaction,0,12.36
5926,transaction,0,6.72
5930,transaction,0,17.64
6005,transaction,0,3.15
6021,transaction,0,0.54
6060,transaction,0,4.93
6117,transaction,0,0.51
6123,transaction,0,18.92
6129,transaction,0,19.38
6155,transaction,0,5.93
6197,transaction,0,2.19
6217,transaction,0,19.79
6351,transaction,0,0.2
6401,transaction,0,17.12
6407,transaction,0,16.68
6463,transaction,0,14.51
6466,transaction,0,0.7000000000000001
6471,transaction,0,18.6
6487,transaction,0,45.09
6536,transaction,0,19.01
6548,transaction,0,16.51
6574,transaction,0,11.46
6600,transaction,0,25.14
6658,transaction,0,17.56
6664,transaction,0,2.66
6678,transaction,0,16.29
6682,transaction,0,1.11
6688,transaction,0,0.11
6726,transaction,0,28.97
6736,transaction,0,20.5
6779,transaction,0,3.33
6784,transaction,0,14.07
6808,transaction,0,25.14
6828,transaction,0,7.71
6830,transaction,0,7.55
6832,transaction,0,3.29
6862,transaction,0,1.27
6886,transaction,0,10.8
6892,transaction,0,11.03
6929,transaction,0,11.09
6983,transaction,0,21.02
7006,transaction,0,28.16
7012,transaction,0,13.03
7019,transaction,0,0.74
7023,transaction,0,8.58
7063,transaction,0,1.22
7080,transaction,0,11.57
7115,transaction,0,9.07
7118,transaction,0,9.81
7132,transaction,0,1.6600000000000001
7140,transaction,0,20.47
7145,transaction,0,16.6
7183,transaction,0,8.97
7195,transaction,0,4.14
7286,transaction,0,25.37
7323,transaction,0,21.46
7324,transaction,0,13.1
7336,transaction,0,2.15
7360,transaction,0,22.92
7388,transaction,0,3.96
7398,transaction,0,34.73
7404,transaction,0,27.52
7429,transaction,0,23.51
7438,transaction,0,12.54
7534,transaction,0,5.15
7555,transaction,0,16.3
7563,transaction,0,16.58
7570,transaction,0,10.81
7662,transaction,0,14.09
7680,transaction,0,5.36
7713,transaction,0,17.36
7734,transaction,0,5.29
7752,transaction,0,13.13
7756,transaction,0,6.14
7822,transaction,0,1.87
7903,transaction,0,28.82
7948,transaction,0,5.48
7988,transaction,0,14.73
8024,transaction,0,18.39
8039,transaction,0,6.25
8087,transaction,0,40.06
8178,transaction,0,6.25
8187,transaction,0,4.55
8229,transaction,0,10.02
8247,transaction,0,5.29
8309,transaction,0,9.12
8334,transaction,0,16.89
8375,transaction,0,0.54
8435,transaction,0,1.67
8507,transaction,0,21.31
8508,transaction,0,12.98
8526,transaction,0,22.73
8580,transaction,0,19.68
8638,transaction,0,8.71
8670,transaction,0,10.99
8696,transaction,0,13.18
8700,transaction,0,13.48
8715,transaction,0,0.38
8723,transaction,0,7.44
8770,transaction,0,8.51
8845,transaction,0,11.26
8877,transaction,0,8.44
8923,transaction,0,20.27
8924,transaction,0,7.99
8928,transaction,0,11.4
8961,transaction,0,0.9
8968,transaction,0,3.79
9000,transaction,0,21.7
9019,transaction,0,12.42
9048,transaction,0,3.81
9052,transaction,0,7.12
9056,transaction,0,26.15
9064,transaction,0,2.91
9119,transaction,0,4.13
9141,transaction,0,4.36
9204,transaction,0,16.29
9228,transaction,0,7.72
9266,transaction,0,4.51
9299,transaction,0,2.79
9302,transaction,0,8.75
9326,transaction,0,16.91
9390,transaction,0,17.99
9432,transaction,0,3.37
9476,transaction,0,3.87
9481,transaction,0,29.37
9502,transaction,0,9.49
9506,transaction,0,24.01
9546,transaction,0,17.76
9602,transaction,0,1.3
9604,transaction,0,0.36
9607,transaction,0,30.51
9610,transaction,0,11.81
9622,transaction,0,12.41
9625,transaction,0,0.47000000000000003
9679,transaction,0,6.67
9698,transaction,0,27.23
9706,transaction,0,3.47
9719,transaction,0,1.47
9734,transaction,0,33.74
9751,transaction,0,4.32
9756,transaction,0,14.93
9803,transaction,0,6.05
9824,transaction,0,1.37
9890,transaction,0,0.89
9893,transaction,0,1.49
9939,transaction,0,16.78
9950,transaction,0,17.0
10008,transaction,0,2.65
10023,transaction,0,4.14
10052,transaction,0,14.88
10087,transaction,0,17.48
10164,transaction,0,1.01
10176,transaction,0,2.62
10192,transaction,0,13.06
10218,transaction,0,9.82
10228,transaction,0,6.83
10236,transaction,0,1.16
10298,transaction,0,30.2
10394,transaction,0,16.87
10439,transaction,0,0.98
10453,transaction,0,1.11
10457,transaction,0,3.85
10521,transaction,0,0.8
10552,transaction,0,11.71
10555,transaction,0,19.74
10578,transaction,0,3.8200000000000003
10616,transaction,0,4.3
10645,transaction,0,4.68
10669,transaction,0,0.65
10670,transaction,0,14.25
10682,transaction,0,4.23
10701,transaction,0,17.43
10767,transaction,0,16.1
10794,transaction,0,20.5
10816,transaction,0,8.89
10850,transaction,0,2.29
10859,transaction,0,26.8
10865,transaction,0,2.07
10891,transaction,0,23.5
10907,transaction,0,2.76
10908,transaction,0,21.71
10929,transaction,0,6.99
10938,transaction,0,2.66
10943,transaction,0,2.48
10971,transaction,0,23.92
11077,transaction,0,0.63
11114,transaction,0,8.07
11123,transaction,0,17.95
11185,transaction,0,4.06
11188,transaction,0,12.76
11215,transaction,0,7.01
11250,transaction,0,17.7
11276,transaction,0,7.75
11283,transaction,0,2.87
11326,transaction,0,2.76
11340,transaction,0,10.6
11343,transaction,0,27.49
11386,transaction,0,15.71
11498,transaction,0,28.5
11511,transaction,0,19.86
11558,transaction,0,11.37
11569,transaction,0,9.62
11584,transaction,0,27.71
11599,transaction,0,2.23
11623,transaction,0,3.5300000000000002
11624,transaction,0,37.92
11641,transaction,0,1.8900000000000001
11645,transaction,0,10.07
11683,transaction,0,30.33
11687,transaction,0,20.74
11732,transaction,0,3.54
11759,transaction,0,0.2
11979,transaction,0,2.73
12048,transaction,0,6.78
12070,transaction,0,29.99
12100,transaction,0,23.51
12117,transaction,0,0.71
12132,transaction,0,18.69
12144,transaction,0,0.48
12157,transaction,0,27.97
12167,transaction,0,9.09
12224,transaction,0,3.11
12239,transaction,0,15.0
12243,transaction,0,4.18
12248,transaction,0,5.49
12403,transaction,0,12.42
12408,transaction,0,12.28
12488,transaction,0,19.9
12506,transaction,0,15.7
12567,transaction,0,6.37
12576,transaction,0,14.67
12578,transaction,0,37.12
12580,transaction,0,26.68
12599,transaction,0,3.11
12646,transaction,0,11.09
12718,transaction,0,12.81
12764,transaction,0,0.41000000000000003
12768,transaction,0,12.87
12792,transaction,0,2.76
12805,transaction,0,4.78
12813,transaction,0,17.39
12829,transaction,0,2.38
12836,transaction,0,6.4
12909,transaction,0,21.22
12975,transaction,0,24.01
12979,transaction,0,1.04
13039,transaction,0,27.14
13064,transaction,0,14.58
13067,transaction,0,25.18
13072,transaction,0,4.46
13073,transaction,0,12.59
13109,transaction,0,15.15
13143,transaction,0,13.26
13147,transaction,0,3.48
13198,transaction,0,19.86
13202,transaction,0,1.18
13205,transaction,0,13.53
13280,transaction,0,6.32
13306,transaction,0,5.88
13307,transaction,0,21.4
13329,transaction,0,4.37
13350,transaction,0,38.34
13354,transaction,0,1.87
13407,transaction,0,6.85
13550,transaction,0,23.9
13583,transaction,0,2.5300000000000002
13629,transaction,0,24.64
13710,transaction,0,16.05
13718,transaction,0,1.44
13758,transaction,0,1.1400000000000001
13800,transaction,0,14.43
13801,transaction,0,13.16
13824,transaction,0,1.72
13870,transaction,0,21.11
13961,transaction,0,2.06
14033,transaction,0,8.64
14043,transaction,0,2.65
14068,transaction,0,24.97
14070,transaction,0,2.7800000000000002
14097,transaction,0,3.96
14107,transaction,0,21.65
14181,transaction,0,6.88
14252,transaction,0,1.8
14302,transaction,0,3.13
14320,transaction,0,0.05
14395,transaction,0,19.54
14418,transaction,0,3.32
14428,transaction,0,21.72
14498,transaction,0,15.28
14511,transaction,0,1.37
14526,transaction,0,9.39
14544,transaction,0,27.69
14545,transaction,0,0.71
14566,transaction,0,0.73
14596,transaction,0,13.45
14626,transaction,0,11.66
14652,transaction,0,28.38
14672,transaction,0,28.91
14702,transaction,0,15.04
14708,transaction,0,21.9
14728,transaction,0,10.76
14738,transaction,0,16.56
14763,transaction,0,11.36
14766,transaction,0,18.37
14780,transaction,0,16.73
14790,transaction,0,26.47
14793,transaction,0,44.27
14796,transaction,0,19.05
14800,transaction,0,3.54
14845,transaction,0,13.2
14851,transaction,0,4.98
14855,transaction,0,5.87
14856,transaction,0,3.46
14872,transaction,0,5.38
14886,transaction,0,19.12
14939,transaction,0,17.42
14981,transaction,0,8.25
15003,transaction,0,20.81
15005,transaction,0,0.6900000000000001
15021,transaction,0,20.95
15049,transaction,0,1.9100000000000001
15101,transaction,0,37.18
15127,transaction,0,19.01
15139,transaction,0,8.89
15144,transaction,0,3.23
15192,transaction,0,24.94
15196,transaction,0,2.3
15326,transaction,0,20.18
15334,transaction,0,29.42
15374,transaction,0,16.91
15399,transaction,0,2.9699999999999998
15425,transaction,0,11.11
15439,transaction,0,13.56
15472,transaction,0,27.31
15503,transaction,0,24.27
15596,transaction,0,12.36
15604,transaction,0,0.08
15642,transaction,0,33.67
15655,transaction,0,4.87
15684,transaction,0,15.64
15774,transaction,0,2.66
15803,transaction,0,15.35
15806,transaction,0,1.13
15823,transaction,0,12.28
15876,transaction,0,16.18
15922,transaction,0,19.46
15938,transaction,0,0.43
15999,transaction,0,7.83
16007,transaction,0,1.62
16045,transaction,0,9.48
16063,transaction,0,24.8
16086,transaction,0,4.33
16116,transaction,0,3.04
16128,transaction,0,27.38
16177,transaction,0,11.93
16179,transaction,0,13.19
16196,transaction,0,26.21
16197,transaction,0,0.52
16282,transaction,0,17.07
16337,transaction,0,22.84
16406,transaction,0,1.8
16434,transaction,0,1.12
16455,transaction,0,4.01
16556,transaction,0,25.14
16585,transaction,0,4.01
16615,transaction,0,24.34
16654,transaction,0,9.67
16675,transaction,0,15.82
16725,transaction,0,15.47
16739,transaction,0,7.59
16769,transaction,0,17.04
16773,transaction,0,14.89
16794,transaction,0,10.65
16805,transaction,0,1.44
16811,transaction,0,43.26
16829,transaction,0,30.15
16848,transaction,0,11.05
16865,transaction,0,18.82
16885,transaction,0,195.24
16926,transaction,0,4.51
16938,transaction,0,17.5
16942,transaction,0,4.07
16973,transaction,0,8.8
16993,transaction,0,4.31
36,transaction,6,19.88
42,transaction,6,1.44
49,transaction,6,2.63
125,transaction,6,7.32
136,transaction,6,24.25
223,transaction,6,23.27
225,transaction,6,21.22
247,transaction,6,6.97
272,transaction,6,14.4
274,transaction,6,27.87
276,transaction,6,17.78
288,transaction,6,17.78
317,transaction,6,16.03
336,transaction,6,7.4
340,transaction,6,8.39
358,transaction,6,7.62
403,transaction,6,13.05
437,transaction,6,18.46
480,transaction,6,14.06
509,transaction,6,19.79
519,transaction,6,0.26
550,transaction,6,24.67
569,transaction,6,7.94
600,transaction,6,1.1400000000000001
643,transaction,6,22.84
654,transaction,6,1.6099999999999999
671,transaction,6,12.89
704,transaction,6,4.08
753,transaction,6,3.32
776,transaction,6,11.09
789,transaction,6,18.26
809,transaction,6,11.72
826,transaction,6,2.55
845,transaction,6,24.25
865,transaction,6,7.72
872,transaction,6,4.54
937,transaction,6,1.43
942,transaction,6,21.53
955,transaction,6,17.86
957,transaction,6,25.34
991,transaction,6,1.76
1033,transaction,6,5.69
1077,transaction,6,21.22
1089,transaction,6,23.33
1116,transaction,6,26.76
1125,transaction,6,5.34
1153,transaction,6,2.19
1168,transaction,6,1.03
1178,transaction,6,17.39
1230,transaction,6,21.51
1276,transaction,6,12.52
1277,transaction,6,1.53
1289,transaction,6,5.39
1313,transaction,6,8.72
1327,transaction,6,9.49
1334,transaction,6,15.53
1392,transaction,6,24.81
1419,transaction,6,15.11
1428,transaction,6,38.59
1432,transaction,6,0.07
1445,transaction,6,5.46
1452,transaction,6,4.63
1454,transaction,6,7.5600000000000005
1478,transaction,6,11.21
1486,transaction,6,2.38
1490,transaction,6,8.24
1535,transaction,6,23.09
1674,transaction,6,28.03
1683,transaction,6,1.76
1696,transaction,6,29.72
1698,transaction,6,4.16
1722,transaction,6,18.83
1772,transaction,6,1.31
1795,transaction,6,6.33
1821,transaction,6,35.62
1863,transaction,6,24.89
1873,transaction,6,14.24
1877,transaction,6,0.47000000000000003
1892,transaction,6,23.06
1901,transaction,6,5.18
1992,transaction,6,15.21
1997,transaction,6,8.21
2041,transaction,6,16.46
2103,transaction,6,6.77
2111,transaction,6,20.59
2168,transaction,6,35.02
2188,transaction,6,4.72
2190,transaction,6,26.4
2201,transaction,6,6.09
2216,transaction,6,3.25
2228,transaction,6,1.3
2256,transaction,6,39.71
2267,transaction,6,25.39
2273,transaction,6,2.7800000000000002
2283,transaction,6,30.93
2294,transaction,6,25.91
2299,transaction,6,8.69
2301,transaction,6,13.35
2335,transaction,6,13.99
2382,transaction,6,11.72
2412,transaction,6,14.36
2466,transaction,6,4.41
2469,transaction,6,19.33
2489,transaction,6,1.83
2492,transaction,6,28.59
2521,transaction,6,23.76
2535,transaction,6,11.25
2558,transaction,6,15.21
2577,transaction,6,14.54
2598,transaction,6,5.8
2601,transaction,6,2.06
2620,transaction,6,34.47
2673,transaction,6,1.05
2680,transaction,6,23.16
2685,transaction,6,3.77
2691,transaction,6,2.38
2714,transaction,6,0.64
2824,transaction,6,3.43
2827,transaction,6,18.14
2872,transaction,6,14.26
2879,transaction,6,8.89
2915,transaction,6,4.9
2921,transaction,6,1.51
2939,transaction,6,7.67
2955,transaction,6,17.44
2975,transaction,6,3.5300000000000002
3014,transaction,6,12.87
3112,transaction,6,11.39
3136,transaction,6,40.67
3152,transaction,6,4.21
3178,transaction,6,28.53
3188,transaction,6,8.6
3216,transaction,6,3.14
3220,transaction,6,22.11
3246,transaction,6,14.38
3276,transaction,6,13.25
3317,transaction,6,19.85
3325,transaction,6,4.96
3354,transaction,6,19.46
3370,transaction,6,5.17
3392,transaction,6,1.53
3421,transaction,6,2.04
3452,transaction,6,16.75
3455,transaction,6,6.79
3493,transaction,6,5.29
3509,transaction,6,0.66
3547,transaction,6,14.6
3594,transaction,6,22.76
3597,transaction,6,1.03
3610,transaction,6,20.23
3612,transaction,6,5.15
3639,transaction,6,4.11
3655,transaction,6,15.26
3656,transaction,6,8.12
3664,transaction,6,15.32
3675,transaction,6,20.17
3697,transaction,6,31.7
3704,transaction,6,17.49
3719,transaction,6,14.45
3806,transaction,6,3.59
3855,transaction,6,3.68
3917,transaction,6,12.09
3931,transaction,6,9.97
3932,transaction,6,23.38
3962,transaction,6,31.23
3974,transaction,6,27.41
3991,transaction,6,25.62
4025,transaction,6,42.36
4064,transaction,6,23.71
4095,transaction,6,16.05
4116,transaction,6,3.15
4128,transaction,6,2.98
4132,transaction,6,0.56
4157,transaction,6,2.2
4162,transaction,6,18.36
4188,transaction,6,17.3
4206,transaction,6,37.07
4280,transaction,6,8.07
4281,transaction,6,1.9500000000000002
4334,transaction,6,14.7
4354,transaction,6,3.76
4358,transaction,6,16.3
4361,transaction,6,13.9
4395,transaction,6,25.08
4399,transaction,6,5.65
4446,transaction,6,8.34
4448,transaction,6,3.03
4473,transaction,6,5.79
4490,transaction,6,0.65
4547,transaction,6,8.74
4556,transaction,6,23.77
4559,transaction,6,0.51
4569,transaction,6,31.89
4577,transaction,6,20.06
4584,transaction,6,22.51
4629,transaction,6,1.97
4651,transaction,6,3.15
4661,transaction,6,3.91
4664,transaction,6,10.74
4685,transaction,6,17.08
4698,transaction,6,1.7000000000000002
4710,transaction,6,1.17
4716,transaction,6,2.06
4751,transaction,6,17.12
4796,transaction,6,9.53
4806,transaction,6,14.71
4819,transaction,6,16.15
4847,transaction,6,25.65
4869,transaction,6,17.95
4900,transaction,6,0.65
4907,transaction,6,14.54
4916,transaction,6,5.59
4919,transaction,6,11.49
4964,transaction,6,1.7000000000000002
4991,transaction,6,8.25
5051,transaction,6,8.13
5053,transaction,6,11.44
5085,transaction,6,4.06
5138,transaction,6,25.57
5142,transaction,6,11.98
5150,transaction,6,1.97
5204,transaction,6,3.98
5238,transaction,6,2.61
5242,transaction,6,6.87
5244,transaction,6,20.98
5251,transaction,6,2.93
5301,transaction,6,6.91
5443,transaction,6,44.54
5470,transaction,6,2.91
5486,transaction,6,14.7
5487,transaction,6,23.22
5518,transaction,6,4.43
5549,transaction,6,1.73
5557,transaction,6,14.22
5564,transaction,6,21.34
5572,transaction,6,5.25
5583,transaction,6,4.08
5612,transaction,6,1.9
5640,transaction,6,4.74
5656,transaction,6,0.08
5663,transaction,6,7.59
5676,transaction,6,2.7199999999999998
5698,transaction,6,2.13
5701,transaction,6,20.71
5702,transaction,6,16.43
5783,transaction,6,11.2
5790,transaction,6,7.36
5811,transaction,6,2.79
5828,transaction,6,30.91
5838,transaction,6,12.5
5857,transaction,6,16.34
5908,transaction,6,2.35
5910,transaction,6,8.24
5917,transaction,6,33.24
5928,transaction,6,21.8
5962,transaction,6,14.21
5963,transaction,6,8.77
6003,transaction,6,3.5700000000000003
6020,transaction,6,24.94
6027,transaction,6,22.48
6087,transaction,6,30.84
6190,transaction,6,10.93
6248,transaction,6,1.34
6255,transaction,6,18.5
6276,transaction,6,3.2
6285,transaction,6,9.09
6287,transaction,6,0.38
6297,transaction,6,14.43
6312,transaction,6,13.73
6346,transaction,6,9.8
6364,transaction,6,3.86
6397,transaction,6,19.43
6402,transaction,6,5.18
6407,transaction,6,5.51
6423,transaction,6,12.02
6436,transaction,6,7.8
6448,transaction,6,7.69
6465,transaction,6,1.48
6470,transaction,6,19.46
6546,transaction,6,18.5
6559,transaction,6,0.28
6572,transaction,6,4.31
6573,transaction,6,19.09
6578,transaction,6,7.11
6596,transaction,6,16.03
6615,transaction,6,16.18
6639,transaction,6,19.13
6699,transaction,6,26.62
6706,transaction,6,3.5700000000000003
6726,transaction,6,30.41
6780,transaction,6,14.75
6782,transaction,6,9.36
6799,transaction,6,12.18
6811,transaction,6,9.53
6813,transaction,6,14.9
6848,transaction,6,22.55
6875,transaction,6,28.41
6888,transaction,6,13.88
6908,transaction,6,9.41
6924,transaction,6,26.69
6944,transaction,6,22.17
6954,transaction,6,16.56
6962,transaction,6,15.65
6981,transaction,6,34.51
7013,transaction,6,17.22
7027,transaction,6,10.75
7056,transaction,6,16.84
7058,transaction,6,27.39
7068,transaction,6,13.78
7087,transaction,6,28.52
7100,transaction,6,11.92
7115,transaction,6,11.36
7123,transaction,6,21.9
7136,transaction,6,26.18
7140,transaction,6,20.47
7186,transaction,6,9.29
7198,transaction,6,10.32
7208,transaction,6,8.4
7211,transaction,6,18.91
7252,transaction,6,12.81
7314,transaction,6,10.38
7320,transaction,6,15.85
7334,transaction,6,12.07
7336,transaction,6,0.73
7338,transaction,6,12.33
7339,transaction,6,26.45
7383,transaction,6,0.71
7407,transaction,6,36.06
7412,transaction,6,4.1
7434,transaction,6,43.42
7439,transaction,6,15.95
7471,transaction,6,10.3
7477,transaction,6,1.53
7483,transaction,6,30.78
7494,transaction,6,0.8200000000000001
7539,transaction,6,28.78
7540,transaction,6,16.14
7565,transaction,6,15.22
7575,transaction,6,4.24
7587,transaction,6,3.19
7594,transaction,6,3.98
7616,transaction,6,19.5
7671,transaction,6,12.41
7691,transaction,6,33.66
7714,transaction,6,26.17
7720,transaction,6,1.5899999999999999
7737,transaction,6,15.67
7785,transaction,6,14.85
7825,transaction,6,16.7
7867,transaction,6,21.35
7881,transaction,6,13.47
7914,transaction,6,20.3
7936,transaction,6,4.38
7937,transaction,6,1.77
7941,transaction,6,12.57
7960,transaction,6,0.99
7993,transaction,6,18.17
8010,transaction,6,14.84
8023,transaction,6,17.01
8050,transaction,6,27.23
8053,transaction,6,3.51
8096,transaction,6,3.61
8150,transaction,6,14.19
8238,transaction,6,2.77
8248,transaction,6,22.53
8279,transaction,6,4.87
8292,transaction,6,10.01
8308,transaction,6,26.97
8393,transaction,6,17.62
8404,transaction,6,21.26
8475,transaction,6,25.93
8476,transaction,6,20.19
8477,transaction,6,29.98
8520,transaction,6,27.45
8535,transaction,6,17.43
8560,transaction,6,16.21
8572,transaction,6,10.4
8594,transaction,6,12.64
8632,transaction,6,12.26
8669,transaction,6,8.51
8704,transaction,6,5.89
8717,transaction,6,26.32
8730,transaction,6,3.77
8783,transaction,6,13.0
8802,transaction,6,5.1
8820,transaction,6,17.81
8834,transaction,6,21.39
8853,transaction,6,5.14
8887,transaction,6,0.11
8896,transaction,6,18.22
8933,transaction,6,7.98
8941,transaction,6,7.62
8959,transaction,6,9.75
8992,transaction,6,41.58
9009,transaction,6,3.17
9015,transaction,6,29.66
9025,transaction,6,2.12
9037,transaction,6,4.62
9050,transaction,6,7.17
9063,transaction,6,9.65
9083,transaction,6,0.68
9111,transaction,6,0.96
9116,transaction,6,7.63
9142,transaction,6,3.93
9324,transaction,6,40.61
9339,transaction,6,1.21
9441,transaction,6,12.89
9468,transaction,6,6.16
9473,transaction,6,12.73
9477,transaction,6,15.86
9485,transaction,6,4.53
9491,transaction,6,22.33
9523,transaction,6,5.41
9528,transaction,6,2.8200000000000003
9562,transaction,6,5.52
9580,transaction,6,21.2
9584,transaction,6,17.32
9635,transaction,6,23.68
9636,transaction,6,12.57
9643,transaction,6,18.72
9653,transaction,6,1.25
9671,transaction,6,26.15
9680,transaction,6,11.08
9741,transaction,6,12.86
9756,transaction,6,20.23
9775,transaction,6,34.53
9785,transaction,6,0.42
9811,transaction,6,19.03
9814,transaction,6,44.14
9849,transaction,6,13.79
9866,transaction,6,3.39
9877,transaction,6,21.84
9909,transaction,6,26.4
9922,transaction,6,10.23
9950,transaction,6,22.81
9959,transaction,6,0.5
9976,transaction,6,11.97
9989,transaction,6,1.08
9996,transaction,6,3.71
9997,transaction,6,6.71
10063,transaction,6,24.09
10075,transaction,6,7.28
10083,transaction,6,14.32
10087,transaction,6,10.46
10135,transaction,6,22.71
10185,transaction,6,0.66
10218,transaction,6,13.81
10233,transaction,6,14.63
10236,transaction,6,1.97
10286,transaction,6,26.81
10325,transaction,6,0.14
10364,transaction,6,1.44
10366,transaction,6,23.19
10384,transaction,6,5.38
10397,transaction,6,2.01
10418,transaction,6,11.85
10451,transaction,6,7.54
10463,transaction,6,18.36
10494,transaction,6,25.02
10498,transaction,6,17.08
10502,transaction,6,5.5600000000000005
10512,transaction,6,5.74
10543,transaction,6,10.33
10552,transaction,6,5.82
10557,transaction,6,0.29
10572,transaction,6,8.82
10611,transaction,6,5.59
10634,transaction,6,28.64
10645,transaction,6,9.41
10679,transaction,6,3.16
10830,transaction,6,7.26
10850,transaction,6,1.52
10865,transaction,6,5.85
10893,transaction,6,22.89
10907,transaction,6,6.58
10926,transaction,6,6.8
10932,transaction,6,20.38
10945,transaction,6,2.56
10975,transaction,6,30.35
10996,transaction,6,5.9
11004,transaction,6,4.86
11019,transaction,6,20.3
11032,transaction,6,16.48
11154,transaction,6,23.93
11177,transaction,6,28.9
11219,transaction,6,28.43
11223,transaction,6,5.27
11224,transaction,6,1.92
11240,transaction,6,17.34
11241,transaction,6,2.96
11297,transaction,6,9.83
11397,transaction,6,25.49
11448,transaction,6,3.93
11471,transaction,6,20.88
11508,transaction,6,33.04
11525,transaction,6,35.76
11592,transaction,6,0.56
11607,transaction,6,2.35
11616,transaction,6,5.48
11633,transaction,6,13.78
11671,transaction,6,7.89
11684,transaction,6,7.55
11694,transaction,6,3.64
11725,transaction,6,24.93
11734,transaction,6,11.46
